0.00E+00	0.00E+00	0.00E+00
4.00E-02	0.00E+00	0.00E+00
8.00E-02	0.00E+00	0.00E+00
1.20E-01	0.00E+00	0.00E+00
1.60E-01	0.00E+00	0.00E+00
2.00E-01	0.00E+00	0.00E+00
2.40E-01	0.00E+00	0.00E+00
2.80E-01	0.00E+00	0.00E+00
3.20E-01	0.00E+00	0.00E+00
3.60E-01	0.00E+00	0.00E+00
4.00E-01	0.00E+00	0.00E+00
4.40E-01	0.00E+00	0.00E+00
4.80E-01	0.00E+00	0.00E+00
5.20E-01	0.00E+00	0.00E+00
5.60E-01	0.00E+00	0.00E+00
6.00E-01	0.00E+00	0.00E+00
6.40E-01	0.00E+00	0.00E+00
6.80E-01	0.00E+00	0.00E+00
7.20E-01	0.00E+00	0.00E+00
7.60E-01	0.00E+00	0.00E+00
8.00E-01	0.00E+00	0.00E+00
8.40E-01	0.00E+00	0.00E+00
8.80E-01	0.00E+00	0.00E+00
9.20E-01	0.00E+00	0.00E+00
9.60E-01	0.00E+00	0.00E+00
1.00E+00	0.00E+00	0.00E+00
1.04E+00	1.32E+00	2.45E-36
1.08E+00	7.89E+00	2.47E-34
1.12E+00	2.11E+01	1.24E-32
1.16E+00	3.54E+01	4.08E-31
1.20E+00	4.63E+01	9.99E-30
1.24E+00	5.45E+01	1.94E-28
1.28E+00	6.12E+01	3.11E-27
1.32E+00	6.63E+01	4.24E-26
1.36E+00	7.04E+01	5.00E-25
1.40E+00	7.37E+01	5.19E-24
1.44E+00	7.64E+01	4.81E-23
1.48E+00	7.87E+01	4.02E-22
1.52E+00	8.05E+01	3.04E-21
1.56E+00	8.20E+01	2.11E-20
1.60E+00	8.33E+01	1.35E-19
1.64E+00	8.43E+01	7.95E-19
1.68E+00	8.52E+01	4.36E-18
1.72E+00	8.60E+01	2.23E-17
1.76E+00	8.67E+01	1.07E-16
1.80E+00	8.72E+01	4.82E-16
1.84E+00	8.77E+01	2.05E-15
1.88E+00	8.81E+01	8.20E-15
1.92E+00	8.85E+01	3.12E-14
1.96E+00	8.88E+01	1.12E-13
2.00E+00	8.90E+01	3.86E-13
2.04E+00	8.93E+01	1.26E-12
2.08E+00	8.95E+01	3.94E-12
2.12E+00	8.96E+01	1.18E-11
2.16E+00	8.98E+01	3.38E-11
2.20E+00	8.99E+01	9.30E-11
2.24E+00	9.00E+01	2.46E-10
2.28E+00	9.01E+01	6.27E-10
2.32E+00	9.02E+01	1.54E-09
2.36E+00	9.03E+01	3.66E-09
2.40E+00	9.04E+01	8.39E-09
2.44E+00	9.04E+01	1.86E-08
2.48E+00	9.05E+01	4.01E-08
2.52E+00	9.05E+01	8.39E-08
2.56E+00	9.06E+01	1.70E-07
2.60E+00	9.06E+01	3.36E-07
2.64E+00	9.06E+01	6.47E-07
