6.2	1.58919E-20	2.6024E-07	8.92188E-11	0.307016558	0.000225829	0.11504144
6.3	5.85567E-21	1.62196E-07	3.76037E-11	0.25036545	0.000122169	0.15455412
6.4	2.15672E-21	1.00967E-07	1.5776E-11	0.202212466	6.52749E-05	0.202466124
6.5	7.94034E-22	6.27783E-08	6.58947E-12	0.161829522	3.44658E-05	0.258927235
6.6	2.92228E-22	3.89909E-08	2.74083E-12	0.128382942	1.79938E-05	0.323618908
6.7	1.07511E-22	2.41915E-08	1.13546E-12	0.10100179	9.29332E-06	0.395703127
6.8	3.95403E-23	1.49944E-08	4.68603E-13	0.078828853	4.75054E-06	0.473812713
6.9	1.45375E-23	9.28503E-09	1.92686E-13	0.06105602	2.40456E-06	0.556087613
7	5.34336E-24	5.74441E-09	7.89551E-14	0.046946463	1.20568E-06	0.640256344
7.1	1.96344E-24	3.55087E-09	3.22448E-14	0.035846286	5.99116E-07	0.723756392
7.2	7.21286E-25	2.19314E-09	1.31266E-14	0.027188206	2.95145E-07	0.803882881
7.3	2.64905E-25	1.35351E-09	5.32739E-15	0.020489586	1.44198E-07	0.877951726
7.4	9.72685E-26	8.34697E-10	2.15578E-15	0.015346755	6.98932E-08	0.943462226
7.5	3.57074E-26	5.14384E-10	8.69905E-16	0.01142718	3.362E-08	0.998244637
7.6	1.31055E-26	3.16774E-10	3.50081E-16	0.008460643	1.6054E-08	1.040580534
7.7	4.80912E-27	1.94953E-10	1.40521E-16	0.006230267	7.61224E-09	1.069287181
7.8	1.7644E-27	1.19905E-10	5.62646E-17	0.004563954	3.58516E-09	1.08376129
7.9	6.47219E-28	7.37036E-11	2.24746E-17	0.003326554	1.67758E-09	1.08398172
8	2.37375E-28	4.52783E-11	8.95677E-18	0.002412959	7.80085E-10	1.07047447
8.1	8.70461E-29	2.78006E-11	3.56166E-18	0.001742152	3.60569E-10	1.044246278
8.2	3.19154E-29	1.70605E-11	1.41329E-18	0.001252213	1.65698E-10	1.00669513
8.3	1.17001E-29	1.04643E-11	5.59656E-19	0.000896185	7.57223E-11	0.959506828
8.4	4.28868E-30	6.41533E-12	2.21186E-19	0.000638723	3.44186E-11	0.904546685
8.5	1.57182E-30	3.93122E-12	8.72508E-20	0.000453407	1.55636E-11	0.843754438
8.6	5.76009E-31	2.40793E-12	3.43548E-20	0.000320616	7.00252E-12	0.779048997
8.7	2.11061E-31	1.47426E-12	1.35033E-20	0.000225872	3.13546E-12	0.712247766
8.8	7.73288E-32	9.0225E-13	5.29851E-21	0.000158554	1.39741E-12	0.645003424
8.9	2.8329E-32	5.51962E-13	2.07566E-21	0.000110913	6.19997E-13	0.578759185
9	1.03772E-32	3.37541E-13	8.11838E-22	7.73272E-05	2.73884E-13	0.514722103
9.1	3.80093E-33	2.06341E-13	3.17043E-22	5.37367E-05	1.20481E-13	0.453852741
9.2	1.39208E-33	1.26094E-13	1.23631E-22	3.72261E-05	5.27841E-14	0.396868761
9.3	5.09802E-34	7.70294E-14	4.81408E-23	2.57102E-05	2.30346E-14	0.34425953
9.4	1.86684E-34	4.70411E-14	1.87198E-23	1.77048E-05	1.00139E-14	0.296308709
9.5	6.83569E-35	2.87186E-14	7.26957E-24	1.21574E-05	4.33741E-15	0.25312194
9.6	2.50282E-35	1.75275E-14	2.81939E-24	8.32525E-06	1.872E-15	0.21465704
9.7	9.1632E-36	1.06942E-14	1.09209E-24	5.68587E-06	8.0516E-16	0.180754548
9.8	3.35459E-36	6.52314E-15	4.2251E-25	3.87326E-06	3.45147E-16	0.151166937
9.9	1.22803E-36	3.97785E-15	1.6327E-25	2.6319E-06	1.47475E-16	0.125585288
10	4.49524E-37	2.42509E-15	6.30205E-26	1.78406E-06	6.28152E-17	0.103662656
